"stimulus","response","trial_type","subject_id"
"A person sitting on a park bench is looking at a large field.","[""1"",""10"",""10"",""5"",""3"",""10"",""10"",""3"",""0"",""0"",""2"",""5"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"A calculator and cell phone lay on a desk in front of a keyboard.","[""2"",""10"",""5"",""10"",""10"",""10"",""5"",""2"",""10"",""5"",""5"",""3"",""2"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"A sign that gives directions to drivers driving down the road.","[""1"",""10"",""0"",""5"",""10"",""2"",""3"",""3"",""4"",""1"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"A child kneeling in front of an open refrigerator and looking in at an empty lower shelf.","[""1"",""10"",""10"",""4"",""4"",""4"",""2"",""7"",""10"",""2"",""4"",""4"",""4"",""2"",""5"",""5"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"A spread of pastries and doughnuts available for purchase.","[""1"",""8"",""2"",""10"",""2"",""10"",""0"",""0"",""0""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"A puppy has pulled toilet paper across the bathroom floor.","[""1"",""10"",""3"",""4"",""10"",""10"",""5"",""3"",""10"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"A man sitting on the ground, fixing a motorcycle wheel.","[""2"",""10"",""10"",""5"",""3"",""10"",""10"",""1"",""10"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"A stop sign installed upside down on a street corner.","[""2"",""10"",""10"",""4"",""7"",""7"",""0"",""1"",""10"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"Several vehicles and a horse-drawn cart pull up outside of a building.","[""5"",""10"",""2"",""1"",""10"",""10"",""5"",""5"",""10"",""2"",""1"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"Three men sitting at a table with some wine glasses.","[""7"",""10"",""10"",""3"",""1"",""10"",""3"",""3"",""10"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"A city street at dusk with a street light that is on and a stop sign across the street.","[""2"",""5"",""10"",""2"",""10"",""3"",""1"",""10"",""10"",""3"",""3"",""8"",""2"",""1"",""10"",""10"",""5"",""5"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
"A close-up photo of a man as he holds a piece of bread in his mouth.","[""0"",""10"",""10"",""0"",""1"",""10"",""0"",""0"",""4"",""2"",""5"",""4"",""10"",""5"",""4"",""10""]","html-vertical-slider-response","63ee593570662c0c69b2f438"
